S.no.,Event Name, Speaker Name, Display Pic url,Designation, Company, Short Bio, City, Country, Linkedin, Twitter, Wikipedia, Facebook, Website
136,AI & Big Data Expo,Adrian Foltyn,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Adrian.jpg,Former Head/Director of Data Science ,HelloFresh ,To follow soon…, Lower Silesian District, Poland,https://pl.linkedin.com/in/adrianfoltyn,https://www.ai-expo.net/europe/speaker/adrian-foltyn/,https://en.wikipedia.org/wiki/HelloFresh,https://www.facebook.com/public/Adrian-Foltyn,https://www.hellofresh.com/
137,AI & Big Data Expo,Joost Melchers,https://www.ai-expo.net/europe/wp-content/uploads/2018/05/Joost.jpeg,Data Scientist,Marel Poultry,To follow soon…, North Brabant Province, Netherlands,https://nl.linkedin.com/in/joostmelchers,https://www.iottechexpo.com/europe/speaker/joost-melchers/,https://en.wikipedia.org/wiki/Marel,https://www.iottechexpo.com/europe/speaker/joost-melchers/,https://marel.com/poultry/
139,AI & Big Data Expo,Britta Muzyk-Tikovsky,https://www.ai-expo.net/europe/wp-content/uploads/2018/04/Britta.jpg,Managing Director,Capscovil,Not Available on expo,Munich Area, Germany,https://in.linkedin.com/in/brittamuzyk,https://www.linkedin.com/in/brittamuzyk/,,https://www.linkedin.com/in/brittamuzyk/,https://www.capscovil.com/
140,AI & Big Data Expo,Shyamantak Gautam,https://www.ai-expo.net/europe/wp-content/uploads/2018/06/Shyamantak-Gautam.jpg,Co-founder & CTO,Progress DataRPM,"Gautam has a proven track record of building Big Data transaction systems in large enterprises. Serial entrepreneur at heart has built high caliber product engineering teams to build products from scratch including architecture, Data Analytics, data mining, unstructured data analysis, search technologies, Information Retrieval and Natural Language Processing. Prior to co-founding DataRPM, Gautam was a director of technology for Razorsight.
Prior to Razorsight, Gautam played an instrumented role in building Trigo Technologies Global Data Synchronization product and its team, which was acquired by IBM. Prior to IBM, Gautam worked for JPMorgan Chase and Charles Schwab. Gautam played a key role in building the first version of Morgan Online and the financial projection and asset re-balancing products. Gautam was one of the key architects of Schwab’s next generation web architecture.", Karnataka, India,https://in.linkedin.com/in/shyamantak-gautam-0365215,https://in.linkedin.com/in/shyamantak-gautam-0365215,,https://www.facebook.com/AmazonIN/posts/amazon.../477884579072019/,https://www.progress.com/datarpm
141,AI & Big Data Expo,Norman Stürtz,https://www.ai-expo.net/europe/wp-content/uploads/2019/04/Norman_Stuertz_2019.jpg,"Divisional CDO, Credit Suisse (Schweiz) AG",Credit Suisse,"Norman Stürtz started his career with JPMorgan in Frankfurt and London, where he gained experience in the short term securities, treasury and foreign exchange business in mid- and front-office roles. Norman continued his career in consulting with BearingPoint and Capgemini and projects in London, Munich, Madrid and Vienna on system and process topics for trading, asset management and private banking. Since 2007 Norman is with Credit Suisse in Zurich where he has lead IT units as Head Of Application Development and was Chief Of Staff for IT. Since 2016 he is in the role of a Divisional Chief Data Officer, and a data enthusiast when it comes to data management and data monetization.",Zürich Area, Switzerland,https://www.linkedin.com/in/nstue/,https://www.linkedin.com/in/nstue/,https://en.wikipedia.org/wiki/Credit_Suisse,https://www.facebook.com/NEWS9/...sturtz...norman...-/10151666879732212/,https://www.credit-suisse.com/us/en.html
142,AI & Big Data Expo,Marco Szeidenleder,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/marco_szeidenleder.jpg,Managing Partner,Pandata,Not Available on expo,Berlin Area, Germany,https://de.linkedin.com/in/szeidenleder/en,https://twitter.com/szeidenleder?lang=en,,https://en-gb.facebook.com/events/606890439645015/,https://pandata.co/
143,AI & Big Data Expo,Claudio Weck,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Claudio-Weck-1.jpg,Head of Data Science,MHP – A Porsche Company,"Claudio Weck is currently Head of Data Science focusing on Machine Learning – especially Deep Learning – and formerly the leader of a competence center for Predictive Analytics. Working there in the area Innovation & Digital Operations at ‘MHP – A Porsche Company’ he did management and IT process senior consultancy for a variety of corporations including Audi, Bosch, Continental, Daimler (Mercedes Benz) and is currently researching & developing A.I. at the Porsche Digital Lab Berlin.",Not Available,Not Available,https://www.crunchbase.com/person/claudio-weck,https://twitter.com/claudio_weck?lang=en,https://en.wikipedia.org/wiki/Mieschke_Hofmann_und_Partner,www.ai-claudio.com/about/,https://www.mhp.com/
144,AI & Big Data Expo,Dr. Anand Rao,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Anand.jpg,"Partner, Global AI Lead",PwC Data & Analytics,"Anand Rao is a Partner in PwC’s Advisory practice, is the Innovation Lead for US Data & Analytics and the Global Artificial Intelligence Lead. With over 30 years of industry and consulting experience, Anand leads a team of practitioners who work with C-level executives at some of the world’s largest organizations, advising them on a range of topics. His early career was focused in Artificial Intelligence (AI) – intelligent agents and their applications in aerospace, defense, telecommunications, financial services and insurance.  In his current role, he advises enterprise clients across financial services, healthcare, automotive, and retail sectors in the deployment of AI solutions for strategic analysis, marketing, operations, supply chain, finance, and risk functions. With his PhD and research career in Artificial Intelligence and his subsequent experience in management consulting he brings business domain knowledge, statistical, and computational analytics to generate unique insights into the practice of ‘data science’.",Not Available,Not Available,https://www.linkedin.com/in/anandsrao,https://www.linkedin.com/in/anandsrao,,https://www.facebook.com/public/Anand-Rao,https://www.pwc.in/consulting/technology/data-and-analytics.html
145,AI & Big Data Expo,Dr. Andreas Braun,https://www.ai-expo.net/northamerica/wp-content/uploads/2017/04/Andreas-Braun.png,Global Data & Analytics ,Allianz SE,"Andreas Braun heads up Global Data & Analytics at Allianz SE. In this role, he is responsible for the Global Data & Analytics Competence Center at group level. This spans big data use cases, governance, data sciences and advanced analytics, the respective technology and architecture, and academic relations. Andreas is also frequently involved as an advisor, e.g. with the European Union (Commission and Parlament) and the Monetary Authority of Singapore (MAS) on big data, advanced analytics and machine learning, as well as data privacy, ethics, and the GDPR/A more specifically.",Munich Area, Germany,https://www.linkedin.com/in/dr-andreas-braun/,https://www.linkedin.com/in/dr-andreas-braun/,https://en.wikipedia.org/wiki/Allianz,https://www.facebook.com/public/Andreas-Braun,https://www.allianz.com/en.html
146,AI & Big Data Expo,Richard MacDonald-Keen,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Richard-MacDonald-Keen.jpg,Principal Engineer,Skyscanner,Not Available on expo,Edinburgh, United Kingdom,https://uk.linkedin.com/in/richardkeen,https://uk.linkedin.com/in/richardkeen,https://en.wikipedia.org/wiki/Skyscanner,https://www.facebook.com/public/Keen-Mcdonald,https://www.skyscanner.co.in/
147,AI & Big Data Expo,Francesc Balada,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Francesc.jpg,Data Scientist,Vienna Data Science Group ,Not Available on expo, Vienna, Austria,https://at.linkedin.com/in/fbalada,https://twitter.com/dsunivie?lang=en,,https://www.facebook.com/public/Francesc-Balada,https://viennadatasciencegroup.at/
148,AI & Big Data Expo,Richard Vdovjak,https://www.ai-expo.net/europe/wp-content/uploads/2017/04/Richard-Vdovjak.jpg,"Principal Scientist, Data Science and Artificial Intelligence ",Philips,Not Available on expo,Eindhoven Area, Netherlands,https://nl.linkedin.com/in/richard-vdovjak-9606855,https://twitter.com/ai_expo/status/999258046953148418,https://en.wikipedia.org/wiki/Philips,https://www.facebook.com/.../posts/...to...richard-vdovjak...-/216305338959974/,https://www.philips.co.in/
149,AI & Big Data Expo,Dr. Dave Raggett,https://www.ai-expo.net/europe/wp-content/uploads/2017/04/dave-raggett.png,Fellow,W3C,"Dr. Dave Raggett is a member of the W3C’s European staff and is based in the UK. He is the W3C lead for the Web of Things. He has been involved in numerous European research projects and has been closely involved with web standards since 1992, including early work on HTML and HTTP, and work on MathML, VoiceXML, multimodal interaction, model-based UI design, and device APIs. He was educated at the University of Oxford, followed by assignments at the University of Edinburgh, Imperial College and MIT, along with industry experience at HP, Canon, Openwave, Volantis and JustSystems. He is a visiting professor at the University of the West of England. In his spare time Dave enjoys scuba diving and dabbling with developing experimental software, most recently Web of Things servers for NodeJS and in C++ for microcontrollers.",Not Available,Not Available,https://www.w3.org/People/Raggett/,https://twitter.com/draggett?lang=en,https://en.wikipedia.org/wiki/World_Wide_Web_Consortium,https://www.facebook.com/public/Dave-Raggett,https://www.w3.org/
150,AI & Big Data Expo,Dr Rand Hindi,https://www.ai-expo.net/global/wp-content/uploads/2017/03/image001-1.jpg,Founder & CEO,Snips,"Dr Rand Hindi (@randhindi) is an entrepreneur and data scientist. He is the founder and CEO of Snips, building the first AI assistant that protects privacy.",Paris Area, France,https://fr.linkedin.com/in/randhindi,https://twitter.com/randhindi?lang=en,,https://www.facebook.com/singjupost/posts/948083105313972,https://snips.ai/
151,AI & Big Data Expo,Alun Jones,https://www.ai-expo.net/global/wp-content/uploads/2017/03/xalun-jones.jpg.pagespeed.ic_.DhblRu9vR9.jpg,Data Scientist,Konecranes,Not Available on expo, West Midlands, United Kingdom,https://uk.linkedin.com/in/alun-jones-108b2516,https://twitter.com/Konecranes/statuses/1084782259415252993,https://en.wikipedia.org/wiki/Konecranes,https://www.facebook.com/public/Alun-Jones,https://www.konecranes.in/
152,AI & Big Data Expo,Hans Uszkoreit,https://www.ai-expo.net/europe/wp-content/uploads/2017/03/HANS-USZKOREIT.jpg,Scientific Director,German Research Center for Artificial Intelligence (DFKI),Not Available on expo,Not Available,Not Available,https://www.dfki.de/~hansu/,https://www.dfki.de/~hansu/,https://en.wikipedia.org/wiki/German_Research_Centre_for_Artificial_Intelligence,https://www.facebook.com/public/Hans-Uszkoreit,https://www.dfki.de/en/web/
153,AI & Big Data Expo,Ståle Fredlund Husby,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Stale.jpg,Co-Founder and CEO,Relink,"Ståle Fredlund Husby is a Norwegian born, serial entrepreneur. He is currently co-founder and CEO at Relink. This Nordic, venture backed startup, uses machine learning and AI to match applicants to jobs and jobs to applicants.", Capital Region, Denmark,https://www.linkedin.com/in/stalehusby/,https://twitter.com/staalehusby?lang=en,,https://en-gb.facebook.com/stale.husby,https://relink.org/
154,AI & Big Data Expo,Steve Emecz,https://www.ai-expo.net/europe/wp-content/uploads/2017/04/Steve_Emecz-1-002.jpg,CCO,collectAI,"Steve has been in eCommerce and payments for two decades in a variety of leadership roles including a number of GM, SVP, EVP and CCO roles including his current role of CCO at German payments specialists collectAI. He has a mix of start-up experience within Fintech and eCommerce mixed with blue chip experience within technology focussing in particular on omni-channel and digitisation strategies. Senior roles with Xerox for a decade included responsibility for revenues in excess of $300m. His specialties include indirect channels, partner strategy, eCommerce, mobile payments, and scaling. For the last seven years he has been working on mobile engagement and payments and he is a regular event speaker on a range of Fintech subjects. Steve is a business mentor and advisor to several businesses and has built a global social enterprise publishing business MX Publishing which supports projects in the UK and Africa.",Not Available,Not Available,https://uk.linkedin.com/in/emecz,https://twitter.com/collectAI/status/839772638998380544,,https://www.facebook.com/DickensJournalsOnline/posts/...review.../328385917268690/,https://www.collect.ai/en/
155,AI & Big Data Expo,Susanne Kaarnimo-Knight,https://www.ai-expo.net/northamerica/wp-content/uploads/2017/03/14a209a.jpg,Head of Digital,TUI Nordic,Not Available on expo,Not Available,Not Available,https://gs.linkedin.com/pub/susanne-kaarnimo-knight/0/470/975,https://twitter.com/thomasellerbeck/status/929666110672302080,https://en.wikipedia.org/wiki/TUI_fly_Nordic,https://www.facebook.com/public/Susanne-Knight,https://en.wikipedia.org/wiki/TUI_fly_Nordic
157,AI & Big Data Expo,Terence Hielscher,https://www.ai-expo.net/europe/wp-content/uploads/2017/03/Bilder.jpg,Founder & MD,MoBerries,Not Available on expo,Berlin Area, Germany,https://de.linkedin.com/in/terence-hielscher-59492933,https://www.linkedin.com/in/terence-hielscher-59492933/,,https://www.facebook.com/moberries/posts/1589270794428077,https://www.moberries.com/
158,AI & Big Data Expo,Alexander Mankowsky,https://www.ai-expo.net/global/wp-content/uploads/2017/03/portrait1.jpg,"Social Scientist, Knowledge Engineer",Daimler AG,"Born in Berlin in 1957, Alexander Mankowsky studied Philosophy, Psychology and Sociology at the Free University of Berlin. He graduated in 1984 with the title of Diplom Soziologe.", Berlin, Germany,https://www.linkedin.com/in/alexander-mankowsky-60636140/,https://twitter.com/hneidhardt/status/935488856681533440,https://en.wikipedia.org/wiki/Category:Daimler_AG_subsidiaries,https://www.facebook.com/public/Alexander-Mankowsky,https://www.daimler.com/en/
159,AI & Big Data Expo,Georg Wittenburg,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/georg-wittenburg.jpg,Co-founder / CEO ,Inspirient,Not Available on expo, Berlin, Germany,https://www.linkedin.com/in/georg-wittenburg-47a8b3a,https://twitter.com/georgwittenburg?lang=en,,https://www.facebook.com/public/Georg-Wittenburg,https://www.inspirient.com/
160,AI & Big Data Expo,Raphael Vullierme,https://www.ai-expo.net/europe/wp-content/uploads/2017/03/luko2.png,CEO & Co-founder,LUKO,"Raphael Vullierme, CEO & Co-founder of LUKO, holds a Master of Science in Engineering and a Master in Entrepreneurship from HEC Paris. In 2014, he founded GoodFood in Paris, an on-demand food delivery startup before joining forces with Rocket Internet to launch this model in Europe. Eatfirst.com raised €8M and the team grew 120 employees in 10 months. Leading the international deployment, Raphael was in charge of operations in Berlin and London. In 2015, Raphael took over OpenJet.com; a real time booking platform for private jets. Following a €2M fundraising, he built a team of 22 people between Paris, New York and Luxembourg. Three months after the launch of the booking service the company generated €300k of booking value. Raphael brings his fact execution and fundraising to the table as well as international development, B2B sales and online marketing.",Not Available,Not Available,https://www.linkedin.com/in/raphaelvullierme/,https://twitter.com/phareall/status/829389463931539464,,https://www.facebook.com/raphaelvullierme,https://www.getluko.com/
161,AI & Big Data Expo,Xaver Lehmann,https://www.ai-expo.net/europe/wp-content/uploads/2017/03/ebot7.png,Co-founder & Managing Director,e-bot7,"Xaver is Co-Founder and Managing Director of the Chatbot company e-bot7. He has a MSc in Finance and worked in M&A for PWC and in Equity Sales for Berenberg Bank. During his studies, he lived in South Africa, The Netherlands, Italy and Germany.", Bavaria, Germany,https://www.linkedin.com/in/xaverlehmann/,https://www.linkedin.com/in/xaverlehmann/,,https://www.facebook.com/public/Xaver-Lehmann,https://e-bot7.de/en/
162,AI & Big Data Expo,Geert Meulenbelt,https://www.ai-expo.net/global/wp-content/uploads/2017/03/Geert-1-1.jpg,Chief Customer Officer,Saagie,"Geert Meulenbelt is Chief Customer Officer at Saagie. Graduated from Nyenrode University and Vrije Universiteit Amsterdam he started developing renewable energy projects in developing countries before moving to the software industry. Geert had various sales and partner roles at Avanquest (formerly BVRP Software), Actuate and OpenText untill the moment he discovered the founders of Saagie and their disruptive vision on data enterprise software. Geert loves technology, is fluent in five languages and has a special knack for OEM. He is responsable for driving customer success, increasingly on an international basis. ",Paris Area, France,https://ch.linkedin.com/in/geertmeulenbelt/de,https://www.ai-expo.net/europe/speaker/geert-meulenbelt/,,https://www.facebook.com/geert.meulenbelt.77,https://www.saagie.com/
163,AI & Big Data Expo,Aditya Kaul,https://www.ai-expo.net/global/wp-content/uploads/2018/02/aditya-kaul1.jpg,Research Director ,Tractica ,"Aditya Kaul is a research director at Tractica, with a primary focus on artificial intelligence and robotics. He also covers blockchain and wearables as part of his research. Kaul has more than 12 years of experience in technology market research and consulting. He is based in London.",Not Available,Not Available,https://uk.linkedin.com/in/adityakaul,https://twitter.com/kaulout?lang=en,,https://www.facebook.com/public/Aditya-Kaul,https://www.tractica.com/
164,AI & Big Data Expo,Dr. Aljoscha Burchardt,https://www.ai-expo.net/europe/wp-content/uploads/2017/04/Aljoscha-Burchardt.jpg,Lab Manager,DFKI GmbH,Dr. Aljoscha Burchardt is Lab Manager of the Language Technology Lab at the German Research Center for Artificial Intelligence (DFKI GmbH) in Berlin. His research focus is on the evaluation of machine translation quality. Burchardt is co-developer of the MQM error metric. He has a background in semantic Language Technology. After his PhD in Computational Linguistics at Saarland University he coordinated the Center of Research Excellence “E-Learning 2.0” at Technische Universität Darmstadt.,Not Available,Not Available,https://www.linkedin.com/in/aljoschaburchardt/photo/?locale=de_DE,https://www.linkedin.com/in/aljoschaburchardt/photo/?locale=de_DE,https://en.wikipedia.org/wiki/German_Research_Centre_for_Artificial_Intelligence,https://hi-in.facebook.com/DFKI.GmbH/posts/2174228929294741,https://www.dfki.de/web/
165,AI & Big Data Expo,Christoph Kögler,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Christoph.Koegler.jpg,Bundesverband Digitale Wirtschaft (BVDW) ,e.V. / Lab Digital Ethics / bvdw.org,Not Available on expo,Not Available,Not Available,https://www.ai-expo.net/europe/speaker/christoph-kogler/,https://www.ai-expo.net/europe/speaker/christoph-kogler/,https://de.wikipedia.org/wiki/Digitale_Ethik,https://www.facebook.com/public/Christoph-Kögler,https://www.bvdw.org/
166,AI & Big Data Expo,Martin Karlsson,https://www.ai-expo.net/global/wp-content/uploads/2017/03/Martin-Karlsson-Lateral.jpg,Co-Founder & CEO,Lateral,Not Available on expo,Not Available,Not Available,https://de.linkedin.com/in/martin-karlsson-ba984845,https://twitter.com/jmartink,https://en.wiktionary.org/wiki/lateral,https://sv-se.facebook.com/public/Martin-Karlsson,
167,AI & Big Data Expo,Tom Bocklisch,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Tom-Bocklisch-1.jpg,Lead Engineer,Go Last Mile ,Tom studied Software Engineering and has a strong background in Data Analysis. During his studies he funded a software agency with a focus on biological image analysis. His interest in written language and the intricacies of analyzing text messages led him to become a part of LASTMILE to advance conversational AI systems.,Berlin Area, Germany,https://de.linkedin.com/in/tombocklisch,https://twitter.com/tombocklisch?lang=en,https://en.wikipedia.org/wiki/Last_mile_(transportation),https://github.com/tmbo,https://www.getfareye.com/.../all-you-need-to-know-about-last-mile-delivery-software
168,AI & Big Data Expo,Holger G. Weiss,https://www.ai-expo.net/europe/wp-content/uploads/2017/03/gal_holger_weiss_ceo_portrait_2.jpg,Founder & CEO,German Autolabs,"Holger G. Weiss is founder and CEO of German Autolabs. He has over 15 years of experience managing and building technology-driven companies with innovative business models in the Future Mobility sector. He has extensive  experience and expertise in the field of connected mobility. He played a vital role  in the navigation software startupgate5 in Berlin, from its  genesis up to its acquisition by Nokia in 2006. Gate5 was the forerunner for HERE – a map and content provider recently bought by three German car makers  at a price of close to three billion Euros.",Berlin Area, Germany,https://www.linkedin.com/in/holgerweiss/,https://twitter.com/travlr?lang=en,,https://hi-in.facebook.com/germanautolabs/.../1256764891147951,https://www.germanautolabs.com/
170,AI & Big Data Expo,Bruce Pon,https://www.ai-expo.net/europe/wp-content/uploads/2017/03/image001.jpg,CEO/Co-founder,BigchainDB,Not Available on expo,Not Available,Not Available,https://www.linkedin.com/today/author/ponbruce,https://twitter.com/brucepon?lang=en,,https://www.facebook.com/BigchainDB/posts/10153595338032616,https://www.bigchaindb.com/
171,AI & Big Data Expo,Rupert Steffner,https://www.ai-expo.net/europe/wp-content/uploads/2017/04/rupert_steffner.jpg,CEO ,WUNDER,"Rupert Steffner is the founder of WUNDER – an E-commerce AI start-up that is giving customers a joy ride to the products they love. Before that Rupert has been Chief Platform Architect of Otto Group’s new Business Intelligence Platform BRAIN and Head of BI at Groupon EMEA & APAC. He worked for several European and US companies as Business Intelligence Leader (e-commerce, retail, finance, telco). Rupert has over 25 years of experience in designing and implementing highly sophisticated technical and business solutions with a focus on customer centric marketing. He holds a Master of Business Administration of the WU Vienna and was Head of Marketing Department at the University of Applied Sciences, Salzburg.",Not Available,Not Available,https://www.linkedin.com/in/rupert-steffner-0b9883a9/,https://www.linkedin.com/in/rupert-steffner-0b9883a9/,,https://www.facebook.com/rupert.steffner.1,https://www.wundermobility.com/
172,AI & Big Data Expo,Yaron Golgher,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Yaron-Golgher.png,Co-Founder and CEO ,I Know First Ltd,"I Know First is a Fintech company that provides state of the art self-learning AI-based algorithmic forecasting solutions for the capital markets. The algorithm utilizes artificial intelligence and machine learning techniques through which I Know First is able to analyse, model and predict the stock market. It was developed by CTO Lipa Roitman (PhD from Weizmann Institute – 35 years of experience) and his unique R&D team, which consists of PhD’s and AI and Machine Learning experts including IDF intelligence veterans, and consults with Prof. Yakov Yakubov (Mathematical School of Sciences, Tel Aviv University). The concept of the current algorithm has crystallized following years of prior research into the nature of chaotic systems.",Not Available,Not Available,https://il.linkedin.com/in/yaron-golgher-739230,https://twitter.com/yaron_gol?lang=en,,https://www.facebook.com/IKnowFirst.stock.market.forecast/.../1576657902402492,https://iknowfirst.com/about-i-know-first
173,AI & Big Data Expo,Dimitry Demin,https://www.ai-expo.net/europe/wp-content/uploads/2017/05/Dimitry-Demin.jpg,Founder,algotecture,Not Available on expo,Not Available,Not Available,https://jm.linkedin.com/pub/dimitry-dëmin/105/321/799?trk=seokp-post-author...,https://twitter.com/DDemin/status/809849482338766848,,https://www.facebook.com/public/Dimitry-Demin,https://algotecture.github.io/
